dataset,epoch,f1,precision,recall
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_15_rrc04.csv,29,0.742,0.958,0.605
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_1_rrc04.csv,26,0.929,0.975,0.886
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_5_rrc04.csv,29,0.974,0.961,0.987
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_15_rrc04.csv,28,0.95,0.956,0.944
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_1_rrc04.csv,29,0.966,0.935,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_5_rrc04.csv,28,0.99,0.995,0.985
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_15_rrc04.csv,28,0.979,0.988,0.97
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_1_rrc04.csv,27,0.966,0.945,0.987
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_5_rrc04.csv,29,0.92,0.899,0.942
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_15_rrc04.csv,29,0.946,0.921,0.974
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_1_rrc04.csv,21,0.992,0.997,0.988
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_5_rrc04.csv,18,0.914,0.914,0.914
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_15_rrc04.csv,27,0.865,0.821,0.914
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_1_rrc04.csv,29,0.926,0.895,0.96
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_5_rrc04.csv,29,0.899,0.87,0.93
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_1853_1_rrc05.csv,25,0.936,0.912,0.961
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_1853_5_rrc05.csv,27,0.957,0.943,0.971
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_12793_1_rrc05.csv,27,0.904,0.866,0.946
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_12793_5_rrc05.csv,16,0.925,0.881,0.974
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_15_rrc04.csv,5,0.931,0.892,0.974
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_1_rrc04.csv,18,0.993,0.995,0.991
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_5_rrc04.csv,29,0.93,0.917,0.943
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_15_rrc04.csv,29,0.992,0.994,0.989
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_1_rrc04.csv,25,0.917,0.896,0.938
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_5_rrc04.csv,21,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_15_rrc04.csv,22,0.977,0.977,0.977
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_1_rrc04.csv,28,0.965,0.97,0.959
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_5_rrc04.csv,29,0.945,0.929,0.961
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_15_rrc04.csv,28,0.978,0.966,0.991
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_1_rrc04.csv,28,0.98,0.99,0.971
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_5_rrc04.csv,26,0.961,0.949,0.974
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_15_rrc04.csv,21,0.873,0.861,0.886
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_1_rrc04.csv,24,0.966,0.941,0.991
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_5_rrc04.csv,18,0.933,0.906,0.962
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_1853_1_rrc05.csv,17,0.967,0.961,0.974
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_1853_5_rrc05.csv,22,0.967,0.984,0.95
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_12793_1_rrc05.csv,29,0.991,0.987,0.996
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_12793_5_rrc05.csv,23,0.982,0.994,0.971
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_15_rrc04.csv,28,0.992,0.992,0.992
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_1_rrc04.csv,20,0.943,0.943,0.943
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_5_rrc04.csv,27,0.966,0.977,0.955
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_15_rrc04.csv,27,0.96,0.984,0.938
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_1_rrc04.csv,25,0.998,1.0,0.996
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_5_rrc04.csv,25,0.987,0.983,0.991
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_15_rrc04.csv,28,0.955,0.926,0.987
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_1_rrc04.csv,14,0.993,0.991,0.996
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_5_rrc04.csv,28,0.973,0.982,0.965
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_15_rrc04.csv,29,0.902,0.855,0.954
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_1_rrc04.csv,29,0.96,0.955,0.964
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_5_rrc04.csv,28,0.914,0.914,0.914
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_15_rrc04.csv,23,0.952,0.976,0.93
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_1_rrc04.csv,29,0.988,0.994,0.982
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_5_rrc04.csv,8,0.98,0.974,0.987
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_1853_1_rrc05.csv,29,0.962,0.968,0.955
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_1853_5_rrc05.csv,27,0.987,0.992,0.982
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_12793_1_rrc05.csv,14,0.98,0.974,0.987
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_12793_5_rrc05.csv,20,0.997,0.999,0.996
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_15_rrc04.csv,28,0.995,0.997,0.992
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_1_rrc04.csv,10,0.998,1.0,0.996
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_5_rrc04.csv,28,0.974,0.962,0.987
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_15_rrc04.csv,29,0.997,1.0,0.994
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_1_rrc04.csv,29,0.989,0.991,0.987
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_5_rrc04.csv,2,0.996,0.996,0.996
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_15_rrc04.csv,23,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_1_rrc04.csv,29,0.969,0.984,0.953
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_5_rrc04.csv,18,0.993,0.987,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_15_rrc04.csv,26,0.928,0.941,0.914
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_1_rrc04.csv,28,0.938,0.89,0.992
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_5_rrc04.csv,28,0.974,0.971,0.978
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_15_rrc04.csv,25,0.97,0.969,0.972
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_1_rrc04.csv,22,0.877,0.842,0.914
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_5_rrc04.csv,28,0.985,0.974,0.996
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_1853_1_rrc05.csv,29,0.999,0.999,0.998
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_1853_5_rrc05.csv,26,0.974,0.976,0.971
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_12793_1_rrc05.csv,19,0.977,0.977,0.977
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_12793_5_rrc05.csv,23,0.987,0.987,0.987
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_15_rrc04.csv,18,0.997,0.998,0.996
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_1_rrc04.csv,29,0.975,0.978,0.972
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_5_rrc04.csv,28,0.974,0.956,0.992
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_15_rrc04.csv,6,0.987,0.987,0.987
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_1_rrc04.csv,26,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_5_rrc04.csv,19,0.987,0.987,0.987
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_15_rrc04.csv,20,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_1_rrc04.csv,28,0.988,0.993,0.983
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_5_rrc04.csv,20,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_15_rrc04.csv,25,0.971,0.971,0.971
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_1_rrc04.csv,28,0.988,0.994,0.982
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_5_rrc04.csv,26,0.995,0.996,0.994
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_15_rrc04.csv,29,0.989,0.978,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_1_rrc04.csv,25,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_5_rrc04.csv,29,0.964,0.941,0.988
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_1853_1_rrc05.csv,27,0.98,0.97,0.991
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_1853_5_rrc05.csv,17,0.998,0.996,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_12793_1_rrc05.csv,25,0.958,0.944,0.971
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_12793_5_rrc05.csv,29,0.988,1.0,0.977
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_15_rrc04.csv,6,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_1_rrc04.csv,25,0.993,0.992,0.995
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_5_rrc04.csv,24,0.996,0.996,0.996
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_15_rrc04.csv,9,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_1_rrc04.csv,29,0.977,0.956,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_5_rrc04.csv,24,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_15_rrc04.csv,29,0.997,0.994,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_1_rrc04.csv,29,0.962,0.946,0.978
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_5_rrc04.csv,18,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_15_rrc04.csv,20,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_1_rrc04.csv,29,0.981,0.968,0.994
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_5_rrc04.csv,28,0.987,0.987,0.987
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_15_rrc04.csv,21,0.958,0.944,0.971
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_1_rrc04.csv,19,0.972,0.946,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_5_rrc04.csv,24,0.997,0.996,0.997
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_1853_1_rrc05.csv,8,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_1853_5_rrc05.csv,6,0.989,0.977,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_12793_1_rrc05.csv,23,0.992,0.985,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_12793_5_rrc05.csv,10,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_15_rrc04.csv,7,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_1_rrc04.csv,11,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_5_rrc04.csv,29,0.966,0.943,0.989
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_15_rrc04.csv,15,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_1_rrc04.csv,26,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_5_rrc04.csv,28,0.989,0.989,0.989
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_15_rrc04.csv,22,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_1_rrc04.csv,28,0.991,0.983,0.998
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_5_rrc04.csv,22,0.996,0.992,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_15_rrc04.csv,16,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_1_rrc04.csv,14,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_5_rrc04.csv,3,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_15_rrc04.csv,27,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_1_rrc04.csv,19,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_5_rrc04.csv,28,0.986,0.972,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_1853_1_rrc05.csv,23,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_1853_5_rrc05.csv,29,0.993,0.987,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_12793_1_rrc05.csv,29,0.985,0.97,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_12793_5_rrc05.csv,27,0.997,0.996,0.998
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_15_rrc04.csv,8,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_1_rrc04.csv,10,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_5_rrc04.csv,4,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_15_rrc04.csv,8,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_1_rrc04.csv,20,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_5_rrc04.csv,26,0.987,0.974,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_15_rrc04.csv,10,0.993,0.987,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_1_rrc04.csv,5,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_5_rrc04.csv,24,0.975,0.956,0.994
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_15_rrc04.csv,13,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_1_rrc04.csv,15,0.986,0.972,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_5_rrc04.csv,4,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_15_rrc04.csv,18,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_1_rrc04.csv,20,0.985,0.97,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_5_rrc04.csv,9,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_1853_1_rrc05.csv,27,0.989,0.988,0.99
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_1853_5_rrc05.csv,18,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_12793_1_rrc05.csv,29,0.996,0.992,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_12793_5_rrc05.csv,20,0.997,0.996,0.998
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_15_rrc04.csv,11,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_1_rrc04.csv,15,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_5_rrc04.csv,29,0.996,1.0,0.992
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_15_rrc04.csv,26,0.999,0.998,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_1_rrc04.csv,13,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_5_rrc04.csv,16,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_15_rrc04.csv,20,0.991,0.983,0.999
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_1_rrc04.csv,20,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_5_rrc04.csv,26,0.992,0.985,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_15_rrc04.csv,27,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_1_rrc04.csv,14,0.986,0.972,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_5_rrc04.csv,17,0.997,0.996,0.999
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_15_rrc04.csv,10,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_1_rrc04.csv,25,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_5_rrc04.csv,4,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_1853_1_rrc05.csv,18,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_1853_5_rrc05.csv,15,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_12793_1_rrc05.csv,29,0.983,0.968,0.998
/home/pc/bgp-feature-extractor/datasets/dataset_moscow_blackout_12793_5_rrc05.csv,10,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_15_rrc04.csv,24,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_1_rrc04.csv,18,0.998,0.996,0.999
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_513_5_rrc04.csv,6,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_15_rrc04.csv,28,0.993,0.986,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_1_rrc04.csv,7,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_code-red_6893_5_rrc04.csv,8,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_15_rrc04.csv,13,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_1_rrc04.csv,5,0.987,0.974,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_513_5_rrc04.csv,12,0.993,0.987,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_15_rrc04.csv,20,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_1_rrc04.csv,4,1.0,1.0,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_559_5_rrc04.csv,27,0.986,0.972,1.0
/home/pc/bgp-feature-extractor/datasets/dataset_slammer_6893_15_rrc04.csv,9,0.986,0.972,1.0
